57813514,204199990471
58175789,905199867474
58371756,205199875235
58438876,608199682003
58444407,805199717120
58596303,203199387963
58670801,102199876743
58732719,906199207498
58916066,105199138378
59274675,104199366990
59584487,808199311365
59637040,508199686603
59751281,309199790003
59936166,604199640853
60018941,602199418630
60179455,502199106704
60606410,205199989817
60680557,606199336233
60844750,102199616898
60931092,609199433248
61113531,501199323139
61329228,409199237954
61460792,407199552363
61588405,609199692165
62030893,304199113196
62119900,202199795287
62460625,404199243657
62492735,403199171430
62585099,809199406440
62716908,101199721150
63148931,603199670336
63367284,509199766766
63462391,807199158879
63601127,807199891223
63888996,706199599795
64163548,705199141911
64221429,806199935123
64521963,705199134596
64672647,702199527428
65147618,309199921318
65343933,801199812205
65362018,409199262869
66333851,909199746411
66440906,105199751685
67082159,606199566617
67082218,503199996353
67194912,201199743604
67255074,404199701926
67628642,708199359094
67703748,609199729866
68388791,607199345805
68418022,108199673173
68512145,802199990554
68519257,408199400766
68798769,908199210739
69016796,508199520876
69148730,607199818103
69149321,404199301698
69294782,902199103163
69382100,105199213506
69575596,108199523710
69705185,606199333101
69824130,405199621821
70159438,401199865153
70335522,903199917849
70471736,202199533067
70585320,909199729026
70599334,808199718461
71179993,707199339097
71345404,707199640619
71365210,302199179579
71409676,602199406889
71428344,306199215644
71478505,907199393231
71568519,802199763551
71568998,903199138759
71886617,601199818197
72084524,404199492047
72128260,205199869975
72145247,901199403490
72232927,305199996035
72668711,905199400960
72972564,305199318720
73043192,803199163877
73279096,209199192498
73350727,701199770671
73726114,502199357249
73754699,104199547976
73953744,801199547352
74130560,504199478197
74188625,104199808335
74290538,104199434511
74417270,905199722939
74682448,302199889529
74824668,402199954433
75098609,304199996756
75281772,506199143852
75335780,109199224315
75381163,209199756858
75386925,409199475005
75577316,301199906245
75792283,907199277462
75793444,505199940470
75825626,701199681514
75959773,901199430573
75986742,604199544129
76152108,307199511191
76618197,609199968030
76877881,104199562756
77300225,905199236396
77627124,801199568058
78177135,309199887983
78941081,109199215448
79260897,902199166741
79563192,701199883722
79759892,409199514611
79769085,201199435714
79947940,806199204078
80022683,306199437275
80028578,302199988044
80060948,205199527964
80112733,807199970667
80165109,808199834463
80204435,401199176373
80240804,905199990555
80442627,902199989606
80524769,102199130898
80600303,208199453849
80670501,209199545340
80818360,308199181592
81140871,507199390718
81299806,506199235952
81307820,806199922471
81407246,707199557060
81572925,409199503889
81667739,105199984117
81699281,706199623568
82600773,506199994909
82740180,409199986288
82744614,906199711236
82815368,804199543191
82908028,602199289899
82928220,602199717500
83233342,508199498357
83401352,907199976453
83538384,409199696246
83623156,203199420560
83648032,608199146768
83701588,106199354323
83927998,301199157632
84291358,303199134738
84337852,306199293550
84562550,209199150458
84681720,805199800726
84700879,603199307022
85196732,106199797172
85292529,804199351408
85303884,101199513074
85319507,501199268914
85430585,208199709500
85694849,205199397654
85900561,404199953301
86072872,408199517047
86220405,102199192927
86300351,208199608841
86460561,408199137600
86575543,209199946100
87031299,801199651810
87165444,203199606807
87394206,909199518475
87895631,205199161055
88429667,407199514679
88683466,802199966559
88730570,503199359197
88746501,907199827583
88765891,202199448354
89397762,806199672224
89855240,403199387667
89894426,904199152466
89905574,804199572940
90098649,409199186256
90152314,303199764810
90164687,107199511401
90432418,302199231194
90491638,808199462496
90722258,407199777155
90906847,504199389711
90938114,403199257662
91245064,905199357893
91320356,908199994002
91688578,704199769284
91689219,308199548692
92171502,901199460169
92193518,109199865745
92254799,402199948010
92701116,307199229771
92754240,806199241127
92757423,206199793670
92862273,104199460642
93005732,303199325793
93047331,901199485606
93356459,707199919467
93370075,106199152459
93694483,906199586473
93825058,206199408721
93993642,402199729377
94058876,605199746032
94306724,606199731515
94345285,804199948394
94464025,308199624067
94590414,809199561904
94605864,805199487946
94757752,104199926194
94802107,301199467050
94957484,801199637964
95198293,205199269317
95214382,605199532568
95448228,301199471371
95536825,802199142744
96009959,909199902494
96049028,307199373049
96065203,204199756244
96273063,106199679774
96292964,208199684678
96356610,605199736487
96803036,401199614170
96812995,706199347285
96900170,406199128809
96921206,503199646575
97071687,203199259336
97136485,205199466468
97210776,203199996796
97628101,708199122767
97746490,205199679102
98164111,909199754641
98331576,807199841166
98738978,709199646574
99267028,905199825231
99533849,301199495817
99941830,107199844098
99984646,701199610846
